STID,Wind Sensor Height (m),Provider,Start Time,End Time,obs_time,obs_time_years
GAAM8,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:47:00Z,9677 days 21:47:00,26.496667046923722
GINM8,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T22:03:00Z,9677 days 22:03:00,26.496697467488023
HOTM8,6.1,"Bureau of Land Management, Bureau of Indian Affairs Pine Ridge Agency",1998-10-06T00:00:00Z,2025-04-04T21:15:00Z,9677 days 21:15:00,26.496606205795118
JETM8,6.1,"Bureau of Land Management, Bureau of Indian Affairs Pine Ridge Agency",1998-10-06T00:00:00Z,2025-04-04T21:43:00Z,9677 days 21:43:00,26.496659441782644
KIGM8,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-10-06T00:00:00Z,2025-04-04T21:44:00Z,9677 days 21:44:00,26.496661343067913
KTFM8,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-10-06T00:00:00Z,2025-04-04T21:40:00Z,9677 days 21:40:00,26.496653737926838
LBHM8,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-10-06T00:00:00Z,2025-04-04T21:59:00Z,9677 days 21:59:00,26.496689862346948
LBCM8,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-10-06T00:00:00Z,2025-04-04T21:32:00Z,9677 days 21:32:00,26.496638527644688
MCDM8,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-10-06T00:00:00Z,2025-04-04T21:41:00Z,9677 days 21:41:00,26.496655639212108
PRDM8,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:59:00Z,9677 days 21:59:00,26.496689862346948
PNHM8,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-08-06T00:00:00Z,2025-04-04T21:24:00Z,9373 days 21:24:00,25.66431667807438
POPM8,6.1,"Bureau of Land Management, Bureau of Indian Affairs Pine Ridge Agency",1998-10-06T00:00:00Z,2025-04-04T21:18:00Z,9677 days 21:18:00,26.496611909650923
PMRM8,6.1,"Bureau of Land Management, Bureau of Indian Affairs Pine Ridge Agency",1998-10-06T00:00:00Z,2025-04-04T21:18:00Z,9677 days 21:18:00,26.496611909650923
RRDM8,6.1,"Bureau of Land Management, USDA Forest Service",1997-07-31T00:00:00Z,2025-04-04T22:02:00Z,10109 days 22:02:00,27.67944710624382
RCBM8,6.1,"Bureau of Land Management, Bureau of Indian Affairs Pine Ridge Agency",1998-10-06T00:00:00Z,2025-04-04T21:18:00Z,9677 days 21:18:00,26.496611909650923
SSMM8,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-10-06T00:00:00Z,2025-04-04T21:08:00Z,9677 days 21:08:00,26.496592896798237
SPOM8,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:08:00Z,9677 days 21:08:00,26.496592896798237
SRYM8,6.1,"Bureau of Land Management, Bureau of Indian Affairs Pine Ridge Agency",1997-01-01T00:00:00Z,2025-04-04T21:11:00Z,10320 days 21:11:00,28.257036656779984
STKM8,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-10-06T00:00:00Z,2025-04-04T21:57:00Z,9677 days 21:57:00,26.49668605977641
RFPS2,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:59:00Z,9677 days 21:59:00,26.496689862346948
WWMM8,6.1,"Bureau of Land Management, Bureau of Indian Affairs Pine Ridge Agency",1998-10-06T00:00:00Z,2025-04-04T21:18:00Z,9677 days 21:18:00,26.496611909650923
ALDM8,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-10-06T00:00:00Z,2025-04-04T21:32:00Z,9677 days 21:32:00,26.496638527644688
CWRN5,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-29T00:00:00Z,2025-04-04T21:26:00Z,9746 days 21:26:00,26.68553882424519
BATN5,6.1,"Bureau of Land Management, National Park Service",2000-03-24T00:00:00Z,2025-04-04T21:52:00Z,9142 days 21:52:00,25.031926382234392
MGNN5,6.1,"Bureau of Land Management, USDA Forest Service",1999-08-06T00:00:00Z,2025-04-04T21:13:00Z,9373 days 21:13:00,25.664295763936423
BDAN5,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",1998-07-30T00:00:00Z,2025-04-04T21:50:00Z,9745 days 21:50:00,26.68284660430451
ACON5,6.1,"Bureau of Land Management, Bureau of Indian Affairs Pine Ridge Agency",1998-07-29T00:00:00Z,2025-04-04T21:49:00Z,9746 days 21:49:00,26.685582553806373
CPPN5,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-29T00:00:00Z,2025-04-04T21:40:00Z,9746 days 21:40:00,26.685565442238953
BCHN5,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-29T00:00:00Z,2025-04-04T21:39:00Z,9746 days 21:39:00,26.685563540953684
COYN5,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-29T00:00:00Z,2025-04-04T21:48:00Z,9746 days 21:48:00,26.685580652521104
CBBN5,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-29T00:00:00Z,2025-04-04T21:41:00Z,9746 days 21:41:00,26.685567343524223
LOMN5,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-08-06T00:00:00Z,2025-04-04T21:26:00Z,9373 days 21:26:00,25.664320480644918
DUNN5,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-08-06T00:00:00Z,2025-04-04T21:36:00Z,9373 days 21:36:00,25.664339493497604
REMN5,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-08-06T00:00:00Z,2025-04-04T21:37:00Z,9373 days 21:37:00,25.664341394782873
GNMN5,6.1,"Bureau of Land Management, USDA Forest Service",1999-08-06T00:00:00Z,2025-04-04T21:13:00Z,9373 days 21:13:00,25.664295763936423
HHRN5,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-08-06T00:00:00Z,2025-04-04T21:40:00Z,9373 days 21:40:00,25.66434709863868
GMLN5,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-08-06T00:00:00Z,2025-04-04T21:25:00Z,9373 days 21:25:00,25.664318579359648
MPAN5,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-08-06T00:00:00Z,2025-04-04T21:39:00Z,9373 days 21:39:00,25.66434519735341
LVPN5,6.1,"Bureau of Land Management, USDA Forest Service",2000-03-24T00:00:00Z,2025-04-04T21:14:00Z,9142 days 21:14:00,25.031854133394173
DPRN5,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-08-06T00:00:00Z,2025-04-04T21:38:00Z,9373 days 21:38:00,25.664343296068143
SNDN5,6.1,"Bureau of Land Management, USDA Forest Service",1999-08-06T00:00:00Z,2025-04-04T22:01:00Z,9373 days 22:01:00,25.664387025629324
MCRN5,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:37:00Z,9747 days 21:37:00,26.68829758917028
SLMN5,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-28T00:00:00Z,2025-04-04T21:12:00Z,9747 days 21:12:00,26.68825005703856
COPN5,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-28T00:00:00Z,2025-04-04T22:00:00Z,9747 days 22:00:00,26.688341318731464
ALLN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:41:00Z,9747 days 21:41:00,26.688305194311354
ALRN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:42:00Z,9747 days 21:42:00,26.688307095596624
BRLN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:59:00Z,9747 days 21:59:00,26.688339417446194
BATN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:39:00Z,10320 days 21:39:00,28.25708989276751
BLUN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:37:00Z,9747 days 21:37:00,26.68829758917028
CYVN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:47:00Z,9747 days 21:47:00,26.68831660202297
BUFN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:59:00Z,9747 days 21:59:00,26.688339417446194
CATN2,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",1998-07-28T00:00:00Z,2025-03-31T21:27:00Z,9743 days 21:27:00,26.67732717316906
CTLN2,6.1,"Bureau of Land Management, Bureau of Indian Affairs Pine Ridge Agency",1997-01-01T00:00:00Z,2025-04-04T21:27:00Z,10320 days 21:27:00,28.257067077344285
CEDN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:31:00Z,10320 days 21:31:00,28.25707468248536
COIN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:38:00Z,10320 days 21:38:00,28.25708799148224
COMN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:39:00Z,10320 days 21:39:00,28.25708989276751
COYN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:42:00Z,10320 days 21:42:00,28.257095596623316
CRSN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-29T00:00:00Z,2025-04-04T21:26:00Z,9746 days 21:26:00,26.68553882424519
CCRN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:47:00Z,10320 days 21:47:00,28.25710510304966
DEDN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:47:00Z,9747 days 21:47:00,26.68831660202297
GRVN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:38:00Z,10320 days 21:38:00,28.25708799148224
DESN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:40:00Z,9747 days 21:40:00,26.688303293026085
DRYN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:38:00Z,9747 days 21:38:00,26.68829949045555
FISN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:53:00Z,9747 days 21:53:00,26.68832800973458
FOXN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:37:00Z,9747 days 21:37:00,26.68829758917028
IMWN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:45:00Z,10320 days 21:45:00,28.257101300479125
JSPN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:24:00Z,9747 days 21:24:00,26.688272872461784
KNSN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:41:00Z,10320 days 21:41:00,28.25709369533805
KYCN2,6.1,"Bureau of Land Management, USDA Forest Service",1999-05-15T00:00:00Z,2025-04-04T21:50:00Z,9456 days 21:50:00,25.89160772682333
LONN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:42:00Z,10320 days 21:42:00,28.257095596623316
MTHN2,6.1,"Bureau of Land Management, National Park Service",1998-07-29T00:00:00Z,2025-04-04T21:11:00Z,9746 days 21:11:00,26.685510304966158
MORN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:37:00Z,10320 days 21:37:00,28.257086090196974
MTSN2,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-29T00:00:00Z,2025-04-04T21:59:00Z,9746 days 21:59:00,26.685601566659063
PANN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:27:00Z,10320 days 21:27:00,28.257067077344285
RBTN2,6.1,"Bureau of Land Management, National Interagency Fire Center",2000-03-24T00:00:00Z,2025-04-04T21:39:00Z,9142 days 21:39:00,25.031901665525897
RRKN2,6.1,"Bureau of Land Management, National Interagency Fire Center",2000-03-24T00:00:00Z,2025-04-04T21:34:00Z,9142 days 21:34:00,25.031892159099552
RSCN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:41:00Z,10320 days 21:41:00,28.25709369533805
SIAN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:38:00Z,10320 days 21:38:00,28.25708799148224
SPGN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:41:00Z,10320 days 21:41:00,28.25709369533805
SPMN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-08T00:00:00Z,2025-04-04T21:42:00Z,10313 days 21:42:00,28.237930641113394
STMN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-29T00:00:00Z,2025-04-04T21:26:00Z,9746 days 21:26:00,26.68553882424519
TEXN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:38:00Z,10320 days 21:38:00,28.25708799148224
MJBN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:47:00Z,10320 days 21:47:00,28.25710510304966
AGFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:39:00Z,9255 days 21:39:00,25.341278804471823
ALFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:35:00Z,9255 days 21:35:00,25.34127119933075
ATFO3,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:28:00Z,9677 days 21:28:00,26.496630922503613
BGFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:06:00Z,9255 days 21:06:00,25.341216062057953
BKFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:39:00Z,9255 days 21:39:00,25.341278804471823
BAFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-10-06T00:00:00Z,2025-04-04T21:43:00Z,9677 days 21:43:00,26.496659441782644
BQFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-10-06T00:00:00Z,2025-04-04T21:49:00Z,9677 days 21:49:00,26.496670849494258
OKFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:15:00Z,9255 days 21:15:00,25.34123317362537
BYFO3,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:55:00Z,9677 days 21:55:00,26.496682257205872
BCFO3,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:29:00Z,9677 days 21:29:00,26.496632823788882
BOFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:58:00Z,9255 days 21:58:00,25.34131492889193
BWFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:49:00Z,9255 days 21:49:00,25.341297817324513
BRUO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:14:00Z,9255 days 21:14:00,25.341231272340103
PKFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:47:00Z,9255 days 21:47:00,25.341294014753974
BUCO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:52:00Z,9255 days 21:52:00,25.34130352118032
BNFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:35:00Z,9255 days 21:35:00,25.34127119933075
CAFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:06:00Z,9255 days 21:06:00,25.341216062057953
CLFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T22:00:00Z,9255 days 22:00:00,25.34131873146247
CVFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:41:00Z,9255 days 21:41:00,25.34128260704236
TPEO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:19:00Z,9255 days 21:19:00,25.341240778766448
CNFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T22:03:00Z,9255 days 22:03:00,25.341324435318274
CEFO3,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:13:00Z,9677 days 21:13:00,26.49660240322458
CDFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:10:00Z,9255 days 21:10:00,25.341223667199028
LBJT2,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T22:02:00Z,9255 days 22:02:00,25.341322534033008
CQFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:56:00Z,9255 days 21:56:00,25.341311126321393
CIFO3,6.1,"Bureau of Land Management, USDA Forest Service",2000-06-02T00:00:00Z,2025-04-04T21:32:00Z,9072 days 21:32:00,24.840238801429766
PTFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:44:00Z,9255 days 21:44:00,25.341288310898168
CSFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:07:00Z,9255 days 21:07:00,25.34121796334322
CGFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T22:03:00Z,9255 days 22:03:00,25.341324435318274
CPFO3,6.1,"Bureau of Land Management, USDA Forest Service",1998-11-16T00:00:00Z,2025-04-04T21:29:00Z,9636 days 21:29:00,26.384380941516465
CWFO3,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:07:00Z,9677 days 21:07:00,26.496590995512967
ENFO3,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:09:00Z,9677 days 21:09:00,26.496594798083503
EMFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:53:00Z,9255 days 21:53:00,25.341305422465588
EVFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:58:00Z,9255 days 21:58:00,25.34131492889193
FMFO3,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:28:00Z,9677 days 21:28:00,26.496630922503613
FEFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:17:00Z,9255 days 21:17:00,25.34123697619591
FFFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-10-06T00:00:00Z,2025-03-09T15:54:00Z,9651 days 15:54:00,26.424811772758385
FAFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:55:00Z,9255 days 21:55:00,25.341309225036124
FKFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:45:00Z,9255 days 21:45:00,25.341290212183434
GRBO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:45:00Z,9255 days 21:45:00,25.341290212183434
GPFO3,6.1,"Bureau of Land Management, USDA Forest Service",2000-03-30T00:00:00Z,2025-04-04T22:01:00Z,9136 days 22:01:00,25.015516389079018
GDFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:47:00Z,9255 days 21:47:00,25.341294014753974
GSFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-10-06T00:00:00Z,2025-04-04T21:24:00Z,9677 days 21:24:00,26.496623317362538
HYFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T22:02:00Z,9255 days 22:02:00,25.341322534033008
HHFO3,6.1,"Bureau of Land Management, Bureau of Indian Affairs Pine Ridge Agency",1999-12-02T00:00:00Z,2025-04-04T21:24:00Z,9255 days 21:24:00,25.34125028519279
LOFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:53:00Z,9255 days 21:53:00,25.341305422465588
HSFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:27:00Z,9255 days 21:27:00,25.341255989048598
OYFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:42:00Z,9255 days 21:42:00,25.34128450832763
SBFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:52:00Z,9255 days 21:52:00,25.34130352118032
JRFO3,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:28:00Z,9677 days 21:28:00,26.496630922503613
KEEO3,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:28:00Z,9677 days 21:28:00,26.496630922503613
KBFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-10-06T00:00:00Z,2025-04-04T21:52:00Z,9677 days 21:52:00,26.496676553350063
LBFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:24:00Z,9255 days 21:24:00,25.34125028519279
MTTC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:59:00Z,9255 days 21:59:00,25.3413168301772
LGFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:06:00Z,9255 days 21:06:00,25.341216062057953
MLFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:58:00Z,9255 days 21:58:00,25.34131492889193
MEFO3,6.1,"Bureau of Land Management, Bureau of Indian Affairs Pine Ridge Agency",1999-12-02T00:00:00Z,2025-04-04T21:31:00Z,9255 days 21:31:00,25.341263594189673
OOFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-10-06T00:00:00Z,2025-04-04T21:56:00Z,9677 days 21:56:00,26.49668415849114
MGFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-10-06T00:00:00Z,2025-04-04T21:52:00Z,9677 days 21:52:00,26.496676553350063
MSFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-03T00:00:00Z,2025-04-04T21:39:00Z,9254 days 21:39:00,25.338540953684692
YNFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:58:00Z,9255 days 21:58:00,25.34131492889193
MMFO3,6.1,"Bureau of Land Management, Bureau of Indian Affairs Pine Ridge Agency",1999-12-02T00:00:00Z,2025-04-04T21:34:00Z,9255 days 21:34:00,25.34126929804548
NPFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:48:00Z,9255 days 21:48:00,25.341295916039243
OMFO3,6.1,"Bureau of Land Management, National Park Service",1999-12-02T00:00:00Z,2025-04-04T21:45:00Z,9255 days 21:45:00,25.341290212183434
OWFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-10-06T00:00:00Z,2025-04-04T21:52:00Z,9677 days 21:52:00,26.496676553350063
FGFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-11-17T00:00:00Z,2025-04-04T21:43:00Z,9635 days 21:43:00,26.3816697087231
ARFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:40:00Z,9255 days 21:40:00,25.341280705757093
PAFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:48:00Z,9255 days 21:48:00,25.341295916039243
PEFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:53:00Z,9255 days 21:53:00,25.341305422465588
PPFO3,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:15:00Z,9677 days 21:15:00,26.496606205795118
PYFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:07:00Z,9255 days 21:07:00,25.34121796334322
PRFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:59:00Z,9255 days 21:59:00,25.3413168301772
RXFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:07:00Z,9255 days 21:07:00,25.34121796334322
RTFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:24:00Z,10320 days 21:24:00,28.25706137348848
RMFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:21:00Z,9255 days 21:21:00,25.341244581336984
RLFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-10-06T00:00:00Z,2025-04-04T21:43:00Z,9677 days 21:43:00,26.496659441782644
BTFO3,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:55:00Z,9677 days 21:55:00,26.496682257205872
RCRO3,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",1999-12-02T00:00:00Z,2025-04-04T21:27:00Z,9255 days 21:27:00,25.341255989048598
RNFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:06:00Z,9255 days 21:06:00,25.341216062057953
BDFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:14:00Z,9255 days 21:14:00,25.341231272340103
SHFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-11-17T00:00:00Z,2025-04-04T21:43:00Z,9635 days 21:43:00,26.3816697087231
SLTO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:49:00Z,9255 days 21:49:00,25.341297817324513
SDFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:07:00Z,9255 days 21:07:00,25.34121796334322
TRFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:35:00Z,9255 days 21:35:00,25.34127119933075
SVFO3,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:14:00Z,9255 days 21:14:00,25.341231272340103
SLFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:06:00Z,9255 days 21:06:00,25.341216062057953
SAFO3,6.1,"Bureau of Land Management, USDA Forest Service",1998-10-06T00:00:00Z,2025-04-04T21:55:00Z,9677 days 21:55:00,26.496682257205872
SQFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:39:00Z,9255 days 21:39:00,25.341278804471823
STFO3,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T22:03:00Z,9255 days 22:03:00,25.341324435318274
