STID,Wind Sensor Height (m),Provider,Start Time,End Time,obs_time,obs_time_years
PHRH1,6.1,"Bureau of Land Management, National Park Service",2012-02-17T00:00:00Z,2025-04-04T21:22:00Z,4795 days 21:22:00,13.130431972013081
NENH1,6.1,"Bureau of Land Management, National Park Service",2012-02-22T00:00:00Z,2025-04-04T21:23:00Z,4790 days 21:23:00,13.11674461936269
TOAP6,6.1,"Bureau of Land Management, National Park Service",2012-04-24T00:00:00Z,2025-04-04T17:23:00Z,4728 days 17:23:00,12.946541562095977
SFGP6,6.1,"Bureau of Land Management, National Park Service",2012-04-24T00:00:00Z,2025-04-04T15:23:00Z,4728 days 15:23:00,12.946313407863716
PERH1,6.1,"Bureau of Land Management, National Park Service",2012-02-17T00:00:00Z,2025-04-04T21:24:00Z,4795 days 21:24:00,13.130435774583619
TTEC1,6.1,"Bureau of Land Management, USDA Forest Service",2012-01-09T00:00:00Z,2025-04-04T21:57:00Z,4834 days 21:57:00,13.237274697695643
NBNG,2.0,Desert Research Institute,2014-11-23T07:51:00Z,2025-04-04T21:20:00Z,3785 days 13:29:00,10.364303369077497
GLNV2,6.1,"Bureau of Land Management, USDA Forest Service",2013-02-13T00:00:00Z,2025-04-04T21:32:00Z,4433 days 21:32:00,12.139348999923948
CRFW2,6.1,"Bureau of Land Management, National Interagency Fire Center",2012-03-28T00:00:00Z,2025-04-04T21:12:00Z,4755 days 21:12:00,13.020898927675109
AZM33,3.0,University of Arizona,2012-01-01T00:00:00Z,2025-04-04T21:00:00Z,4842 days 21:00:00,13.259069130732374
AZM35,3.0,University of Arizona,2012-01-01T00:00:00Z,2025-04-04T21:00:00Z,4842 days 21:00:00,13.259069130732374
AZM36,3.0,University of Arizona,2012-01-01T00:00:00Z,2025-04-04T21:00:00Z,4842 days 21:00:00,13.259069130732374
AZM37,3.0,University of Arizona,2012-01-01T00:00:00Z,2025-04-04T21:00:00Z,4842 days 21:00:00,13.259069130732374
MOA01,3.0,University of Missouri Extension,2018-04-26T16:28:00Z,2025-04-04T22:00:00Z,2535 days 05:32:00,6.9410829720891325
MOA02,3.0,University of Missouri Extension,2018-04-26T16:28:00Z,2025-04-04T22:00:00Z,2535 days 05:32:00,6.9410829720891325
MOA03,3.0,University of Missouri Extension,2018-04-26T16:28:00Z,2025-04-04T21:55:00Z,2535 days 05:27:00,6.941073465662788
MOA04,3.0,University of Missouri Extension,2018-04-26T16:28:00Z,2025-04-04T22:00:00Z,2535 days 05:32:00,6.9410829720891325
MOA05,3.0,University of Missouri Extension,2018-04-26T16:28:00Z,2025-04-04T22:00:00Z,2535 days 05:32:00,6.9410829720891325
MOA06,3.0,University of Missouri Extension,2018-04-26T16:28:00Z,2025-04-04T22:00:00Z,2535 days 05:32:00,6.9410829720891325
MOA08,3.0,University of Missouri Extension,2018-04-26T16:28:00Z,2025-04-04T22:00:00Z,2535 days 05:32:00,6.9410829720891325
MOA09,3.0,University of Missouri Extension,2018-04-26T16:28:00Z,2025-04-04T22:00:00Z,2535 days 05:32:00,6.9410829720891325
MOA11,3.0,University of Missouri Extension,2018-04-26T16:28:00Z,2025-04-04T22:00:00Z,2535 days 05:32:00,6.9410829720891325
MOA12,3.0,University of Missouri Extension,2018-04-26T16:28:00Z,2025-04-04T22:00:00Z,2535 days 05:32:00,6.9410829720891325
MOA13,3.0,University of Missouri Extension,2018-04-26T16:28:00Z,2025-04-04T22:00:00Z,2535 days 05:32:00,6.9410829720891325
MOA14,3.0,University of Missouri Extension,2018-04-26T16:28:00Z,2025-04-04T22:00:00Z,2535 days 05:32:00,6.9410829720891325
MOA15,3.0,University of Missouri Extension,2018-04-26T16:28:00Z,2025-04-04T22:00:00Z,2535 days 05:32:00,6.9410829720891325
MOA16,3.0,University of Missouri Extension,2018-04-26T16:28:00Z,2025-04-04T22:00:00Z,2535 days 05:32:00,6.9410829720891325
MOA17,3.0,University of Missouri Extension,2018-04-26T16:28:00Z,2025-04-04T22:00:00Z,2535 days 05:32:00,6.9410829720891325
MOA18,3.0,University of Missouri Extension,2018-04-26T16:28:00Z,2025-04-04T22:00:00Z,2535 days 05:32:00,6.9410829720891325
MTMET,6.0,U of U MesoWest Group,2012-04-26T00:00:00Z,2025-04-04T22:00:00Z,4726 days 22:00:00,12.941592516541181
NJ02,3.0,"Rutgers NJ Weather Network, Meteorological Assimilation Data Ingest System (MADIS)",2018-04-26T15:28:00Z,2025-04-04T21:50:00Z,2535 days 06:22:00,6.941178036352574
NJ16,3.0,"Rutgers NJ Weather Network, Meteorological Assimilation Data Ingest System (MADIS)",2018-04-26T15:28:00Z,2025-04-04T21:50:00Z,2535 days 06:22:00,6.941178036352574
NJ21,3.0,"Rutgers NJ Weather Network, Meteorological Assimilation Data Ingest System (MADIS)",2018-04-26T15:28:00Z,2025-04-04T21:50:00Z,2535 days 06:22:00,6.941178036352574
NJ01,3.0,"Rutgers NJ Weather Network, Meteorological Assimilation Data Ingest System (MADIS)",2018-04-26T15:28:00Z,2025-04-04T21:50:00Z,2535 days 06:22:00,6.941178036352574
TKFA2,6.1,"Bureau of Land Management, National Interagency Fire Center",2012-06-28T00:00:00Z,2025-04-04T21:27:00Z,4663 days 21:27:00,12.769045174537988
SDFA2,6.1,"Bureau of Land Management, Dept of Interior Fish & Wildlife Service",2012-06-28T00:00:00Z,2025-04-04T21:27:00Z,4663 days 21:27:00,12.769045174537988
TT136,6.1,Bureau of Land Management,2012-07-27T00:00:00Z,2025-04-04T21:43:00Z,4634 days 21:43:00,12.689677922275457
TT137,6.1,Bureau of Land Management,2012-07-27T00:00:00Z,2025-04-04T21:48:00Z,4634 days 21:48:00,12.689687428701802
TT138,6.1,Bureau of Land Management,2013-01-09T00:00:00Z,2025-04-04T21:50:00Z,4468 days 21:50:00,12.235208000608411
TICU1,6.1,"Bureau of Land Management, Department of Defense",2012-07-10T00:00:00Z,2025-04-04T21:33:00Z,4651 days 21:33:00,12.736202372804016
CSPS2,6.1,"Bureau of Land Management, National Interagency Fire Center",2012-06-28T00:00:00Z,2025-04-04T21:18:00Z,4663 days 21:18:00,12.769028062970568
SCXM5,6.1,"Bureau of Land Management, National Interagency Fire Center",2012-07-31T00:00:00Z,2025-04-04T21:15:00Z,4630 days 21:15:00,12.678673283139402
SEWC1,6.1,"Bureau of Land Management, USDA Forest Service",2012-06-29T00:00:00Z,2025-04-04T21:16:00Z,4662 days 21:16:00,12.7662864096129
CVWO2,6.1,"Bureau of Land Management, Bureau of Indian Affairs Pine Ridge Agency",2012-10-16T00:00:00Z,2025-04-04T21:17:00Z,4553 days 21:17:00,12.467862575100769
PWKO2,6.1,"Bureau of Land Management, National Interagency Fire Center",2012-10-05T00:00:00Z,2025-04-04T21:17:00Z,4564 days 21:17:00,12.49797893375922
NJ04,3.0,"Rutgers NJ Weather Network, Meteorological Assimilation Data Ingest System (MADIS)",2018-04-26T15:28:00Z,2025-04-04T21:50:00Z,2535 days 06:22:00,6.941178036352574
BRMSD,6.1,"San Diego Gas and Electric, Western Weather Group",2012-01-01T00:00:00Z,2025-04-04T22:00:00Z,4842 days 22:00:00,13.259183207848505
HVWSD,6.1,"San Diego Gas and Electric, Western Weather Group",2012-01-01T00:00:00Z,2025-04-04T22:00:00Z,4842 days 22:00:00,13.259183207848505
JVRSD,6.1,"San Diego Gas and Electric, Western Weather Group",2012-01-01T00:00:00Z,2025-04-04T22:00:00Z,4842 days 22:00:00,13.259183207848505
SPVSD,6.1,"San Diego Gas and Electric, Western Weather Group",2012-01-01T00:00:00Z,2025-04-04T22:00:00Z,4842 days 22:00:00,13.259183207848505
DPGG1,6.1,"Bureau of Land Management, USDA Forest Service",2013-07-02T00:00:00Z,2025-04-04T21:19:00Z,4294 days 21:19:00,11.758763023804091
MBGM7,6.1,"Bureau of Land Management, Missouri Botanical Garden",2012-10-30T00:00:00Z,2025-04-04T21:19:00Z,4539 days 21:19:00,12.429536466651456
SIZC1,6.1,"Bureau of Land Management, California State University Northridge",2012-07-13T00:00:00Z,2025-04-04T21:18:00Z,4648 days 21:18:00,12.727960301163586
DE035,3.0,Meteorological Assimilation Data Ingest System (MADIS),2018-04-26T15:28:00Z,2025-04-04T22:00:00Z,2535 days 06:32:00,6.941197049205263
DE030,5.0,Meteorological Assimilation Data Ingest System (MADIS),2018-04-26T15:28:00Z,2025-04-04T22:00:00Z,2535 days 06:32:00,6.941197049205263
DE043,3.0,Meteorological Assimilation Data Ingest System (MADIS),2018-04-26T15:28:00Z,2025-04-04T22:00:00Z,2535 days 06:32:00,6.941197049205263
DE042,3.0,Meteorological Assimilation Data Ingest System (MADIS),2018-04-26T16:28:00Z,2025-04-04T22:00:00Z,2535 days 05:32:00,6.9410829720891325
DE041,3.0,Meteorological Assimilation Data Ingest System (MADIS),2018-04-26T15:28:00Z,2025-04-04T22:00:00Z,2535 days 06:32:00,6.941197049205263
DE038,3.0,Meteorological Assimilation Data Ingest System (MADIS),2018-04-26T15:28:00Z,2025-04-04T22:00:00Z,2535 days 06:32:00,6.941197049205263
DE032,3.0,Meteorological Assimilation Data Ingest System (MADIS),2018-04-26T15:28:00Z,2025-04-04T22:00:00Z,2535 days 06:32:00,6.941197049205263
DE046,3.0,Meteorological Assimilation Data Ingest System (MADIS),2018-04-26T15:28:00Z,2025-04-04T22:00:00Z,2535 days 06:32:00,6.941197049205263
DE044,3.0,Meteorological Assimilation Data Ingest System (MADIS),2018-04-26T15:28:00Z,2025-04-04T22:00:00Z,2535 days 06:32:00,6.941197049205263
DE040,3.0,Meteorological Assimilation Data Ingest System (MADIS),2018-04-26T15:28:00Z,2025-04-04T22:00:00Z,2535 days 06:32:00,6.941197049205263
DE031,3.0,Meteorological Assimilation Data Ingest System (MADIS),2018-04-26T15:28:00Z,2025-04-04T22:00:00Z,2535 days 06:32:00,6.941197049205263
DE034,3.0,Meteorological Assimilation Data Ingest System (MADIS),2018-04-26T17:28:00Z,2025-04-04T22:00:00Z,2535 days 04:32:00,6.940968894973002
DE039,3.0,Meteorological Assimilation Data Ingest System (MADIS),2018-04-26T15:28:00Z,2025-04-04T22:00:00Z,2535 days 06:32:00,6.941197049205263
DE047,3.0,Meteorological Assimilation Data Ingest System (MADIS),2012-07-25T00:00:00Z,2025-04-04T22:00:00Z,4636 days 22:00:00,12.695185945699293
DE045,3.0,Meteorological Assimilation Data Ingest System (MADIS),2018-04-26T15:28:00Z,2025-04-04T22:00:00Z,2535 days 06:32:00,6.941197049205263
NJ42,3.0,"Rutgers NJ Weather Network, Meteorological Assimilation Data Ingest System (MADIS)",2018-04-26T15:28:00Z,2025-04-04T21:50:00Z,2535 days 06:22:00,6.941178036352574
ASIA2,2.5,"Bureau of Land Management, Denali National Park",2012-09-04T00:00:00Z,2025-04-04T21:22:00Z,4595 days 21:22:00,12.58286181458666
KAUA2,2.5,"Bureau of Land Management, Denali National Park",2012-09-04T00:00:00Z,2025-04-04T21:22:00Z,4595 days 21:22:00,12.58286181458666
CHMA2,2.5,"Bureau of Land Management, Denali National Park",2012-09-04T00:00:00Z,2025-04-04T21:23:00Z,4595 days 21:23:00,12.58286371587193
PAMA2,2.5,"Bureau of Land Management, Denali National Park",2012-09-04T00:00:00Z,2025-04-04T21:23:00Z,4595 days 21:23:00,12.58286371587193
QPNA3,6.1,"Bureau of Land Management, USDA Forest Service",2013-01-29T00:00:00Z,2025-04-04T21:22:00Z,4448 days 21:22:00,12.180397748878242
WMBS1,6.1,"Bureau of Land Management, USDA Forest Service",2012-11-29T00:00:00Z,2025-04-04T21:47:00Z,4509 days 21:47:00,12.347454179025021
NJ10,3.0,"Rutgers NJ Weather Network, Meteorological Assimilation Data Ingest System (MADIS)",2018-04-26T15:28:00Z,2025-04-04T21:50:00Z,2535 days 06:22:00,6.941178036352574
NJ06,3.0,"Rutgers NJ Weather Network, Meteorological Assimilation Data Ingest System (MADIS)",2018-04-26T15:28:00Z,2025-04-04T21:50:00Z,2535 days 06:22:00,6.941178036352574
NJ09,3.0,"Rutgers NJ Weather Network, Meteorological Assimilation Data Ingest System (MADIS)",2018-04-26T15:28:00Z,2025-04-04T21:50:00Z,2535 days 06:22:00,6.941178036352574
NJ18,3.0,"Rutgers NJ Weather Network, Meteorological Assimilation Data Ingest System (MADIS)",2018-04-26T15:28:00Z,2025-04-04T21:50:00Z,2535 days 06:22:00,6.941178036352574
NJ14,3.0,"Rutgers NJ Weather Network, Meteorological Assimilation Data Ingest System (MADIS)",2018-04-26T15:28:00Z,2025-04-04T21:50:00Z,2535 days 06:22:00,6.941178036352574
VCMSD,6.1,"San Diego Gas and Electric, Western Weather Group",2012-01-01T00:00:00Z,2025-04-04T22:00:00Z,4842 days 22:00:00,13.259183207848505
CLNSD,6.1,"San Diego Gas and Electric, Western Weather Group",2012-01-01T00:00:00Z,2025-04-04T22:00:00Z,4842 days 22:00:00,13.259183207848505
MTLSD,6.1,"San Diego Gas and Electric, Western Weather Group",2012-01-01T00:00:00Z,2025-04-04T22:00:00Z,4842 days 22:00:00,13.259183207848505
DYESD,6.1,"San Diego Gas and Electric, Western Weather Group",2012-01-01T00:00:00Z,2025-04-04T22:00:00Z,4842 days 22:00:00,13.259183207848505
RNYC1,6.1,"Bureau of Land Management, USDA Forest Service",2012-11-16T00:00:00Z,2025-04-04T21:30:00Z,4522 days 21:30:00,12.383013917408167
NJ41,3.0,"Rutgers NJ Weather Network, Meteorological Assimilation Data Ingest System (MADIS)",2018-04-26T15:28:00Z,2025-04-04T21:50:00Z,2535 days 06:22:00,6.941178036352574
NJ05,3.0,"Rutgers NJ Weather Network, Meteorological Assimilation Data Ingest System (MADIS)",2018-04-26T16:28:00Z,2025-04-04T21:50:00Z,2535 days 05:22:00,6.941063959236444
SILSD,6.1,"San Diego Gas and Electric, Western Weather Group",2012-01-01T00:00:00Z,2025-04-04T22:00:00Z,4842 days 22:00:00,13.259183207848505
OMBSD,6.1,"San Diego Gas and Electric, Western Weather Group",2012-01-01T00:00:00Z,2025-04-04T22:00:00Z,4842 days 22:00:00,13.259183207848505
NJ23,3.0,"Rutgers NJ Weather Network, Meteorological Assimilation Data Ingest System (MADIS)",2018-04-26T15:28:00Z,2025-04-04T21:50:00Z,2535 days 06:22:00,6.941178036352574
NJ27,3.0,"Rutgers NJ Weather Network, Meteorological Assimilation Data Ingest System (MADIS)",2018-04-26T15:28:00Z,2025-04-04T21:50:00Z,2535 days 06:22:00,6.941178036352574
UTJUN,7.62,Utah Department of Transportation,2012-10-30T00:00:00Z,2025-04-04T21:50:00Z,4539 days 21:50:00,12.42959540649479
JCRT2,2.0,"Bureau of Land Management, National Interagency Fire Center",2012-12-05T00:00:00Z,2025-04-04T22:04:00Z,4503 days 22:04:00,12.3310593961518
TOGC1,6.1,"Bureau of Land Management, National Interagency Fire Center",2013-03-25T00:00:00Z,2025-04-04T21:34:00Z,4393 days 21:34:00,12.029838771009203
EVLC1,6.1,"Bureau of Land Management, National Park Service",2013-03-29T00:00:00Z,2025-04-04T21:34:00Z,4389 days 21:34:00,12.018887367860675
WCYC1,6.1,"Bureau of Land Management, National Park Service",2013-05-09T00:00:00Z,2025-04-04T21:34:00Z,4348 days 21:34:00,11.906635485588257
OXRC1,6.1,"Bureau of Land Management, National Interagency Fire Center",2013-02-01T00:00:00Z,2025-04-04T21:35:00Z,4445 days 21:35:00,12.17220891322534
HHCSD,6.1,"San Diego Gas and Electric, Western Weather Group",2012-01-01T00:00:00Z,2025-04-04T22:00:00Z,4842 days 22:00:00,13.259183207848505
SCRSD,6.1,"San Diego Gas and Electric, Western Weather Group",2012-01-01T00:00:00Z,2025-04-04T22:00:00Z,4842 days 22:00:00,13.259183207848505
CBDSD,6.1,"San Diego Gas and Electric, Western Weather Group",2012-01-01T00:00:00Z,2025-04-04T22:00:00Z,4842 days 22:00:00,13.259183207848505
SOBSD,6.1,"San Diego Gas and Electric, Western Weather Group",2012-01-01T00:00:00Z,2025-04-04T22:00:00Z,4842 days 22:00:00,13.259183207848505
MOA19,3.0,University of Missouri Extension,2018-04-26T16:28:00Z,2025-04-04T22:00:00Z,2535 days 05:32:00,6.9410829720891325
UTDWY,7.62,Utah Department of Transportation,2013-03-01T00:00:00Z,2025-04-04T21:50:00Z,4417 days 21:50:00,12.095577610464675
UTPRV,7.68,Utah Department of Transportation,2013-03-13T00:00:00Z,2025-04-04T21:50:00Z,4405 days 21:50:00,12.062723401019088
UTORM,7.68,Utah Department of Transportation,2013-03-13T00:00:00Z,2025-04-04T21:50:00Z,4405 days 21:50:00,12.062723401019088
SDSS2,2.0,"Bureau of Land Management, SD FIRE DANGER RATING NE",2013-06-20T00:00:00Z,2025-04-04T21:16:00Z,4306 days 21:16:00,11.79161152939387
HERUT,3.0,"U of U MesoWest Group, Herriman City UT",2013-03-28T00:00:00Z,2025-04-04T22:00:00Z,4390 days 22:00:00,12.021674652064796
SVRA2,6.1,"Bureau of Land Management, National Park Service",2013-07-10T00:00:00Z,2025-04-04T21:32:00Z,4286 days 21:32:00,11.73688493421553
EAUT2,6.1,"Bureau of Land Management, Texas Forest Service",2013-05-16T00:00:00Z,2025-04-04T21:18:00Z,4341 days 21:18:00,11.887440109514031
AURT2,6.1,"Bureau of Land Management, Texas Forest Service",2013-05-16T00:00:00Z,2025-04-04T21:18:00Z,4341 days 21:18:00,11.887440109514031
MWKC1,6.1,"Bureau of Land Management, National Interagency Fire Center",2013-08-06T00:00:00Z,2025-04-04T21:34:00Z,4259 days 21:34:00,11.6629667655335
CENU1,2.0,"Bureau of Land Management, National Interagency Fire Center",2013-08-16T00:00:00Z,2025-04-04T21:38:00Z,4249 days 21:38:00,11.635595862803255
TT207,2.0,Bureau of Land Management,2013-08-30T00:00:00Z,2025-04-04T21:38:00Z,4235 days 21:38:00,11.597265951783406
TT208,2.0,Bureau of Land Management,2013-08-22T00:00:00Z,2025-04-04T21:37:00Z,4243 days 21:37:00,11.619166856795193
KITM5,6.1,"Bureau of Land Management, Minnesota State Fire",2013-09-17T00:00:00Z,2025-04-04T21:06:00Z,4217 days 21:06:00,11.547923796486424
RSCM4,6.1,"Bureau of Land Management, Michigan Dept of Natural Resources",2013-10-18T00:00:00Z,2025-04-04T21:10:00Z,4186 days 21:10:00,11.463058027226404
EMNT2,6.1,"Bureau of Land Management, National Interagency Fire Center",2013-09-18T00:00:00Z,2025-04-04T21:49:00Z,4216 days 21:49:00,11.545267700965853
AZM38,3.0,University of Arizona,2013-08-10T00:00:00Z,2025-04-04T21:00:00Z,4255 days 21:00:00,11.651950718685832
UTWAY,7.62,Utah Department of Transportation,2013-09-19T00:00:00Z,2025-04-04T21:50:00Z,4215 days 21:50:00,11.54253175146399
UTCDF,7.62,Utah Department of Transportation,2013-12-02T00:00:00Z,2025-04-04T21:50:00Z,4141 days 21:50:00,11.339930793216213
SHCSD,6.1,"San Diego Gas and Electric, Western Weather Group",2013-12-11T00:00:00Z,2025-04-04T22:00:00Z,4132 days 22:00:00,11.315309148984714
VGDSD,6.1,"San Diego Gas and Electric, Western Weather Group",2013-12-11T00:00:00Z,2025-04-04T22:00:00Z,4132 days 22:00:00,11.315309148984714
POVSD,6.1,"San Diego Gas and Electric, Western Weather Group",2013-12-11T00:00:00Z,2025-04-04T22:00:00Z,4132 days 22:00:00,11.315309148984714
EWRSD,6.1,"San Diego Gas and Electric, Western Weather Group",2013-12-20T00:00:00Z,2025-04-04T22:00:00Z,4123 days 22:00:00,11.290668491900524
HOSSD,6.1,"San Diego Gas and Electric, Western Weather Group",2013-12-20T00:00:00Z,2025-04-04T22:00:00Z,4123 days 22:00:00,11.290668491900524
UCC01,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC02,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC03,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC05,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC06,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC07,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC08,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC09,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC10,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC11,3.0,Utah State University AgWx Net,2014-03-31T00:00:00Z,2025-04-04T22:00:00Z,4022 days 22:00:00,11.014145562400182
UCC12,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC14,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC15,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC16,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC17,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC18,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC19,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC20,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC21,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC22,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC23,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UTBRC,7.62,Utah Department of Transportation,2014-03-12T00:00:00Z,2025-04-04T21:50:00Z,4041 days 21:50:00,11.066145714503005
NMC01,3.0,New Mexico Climate Center,2014-04-03T00:00:00Z,2025-04-04T21:55:00Z,4019 days 21:55:00,11.005922503612442
NMC02,3.0,New Mexico Climate Center,2014-04-03T00:00:00Z,2025-04-04T21:55:00Z,4019 days 21:55:00,11.005922503612442
FASN5,3.0,New Mexico Climate Center,2014-04-03T00:00:00Z,2025-04-04T21:55:00Z,4019 days 21:55:00,11.005922503612442
NMC04,3.0,New Mexico Climate Center,2014-04-03T00:00:00Z,2025-04-04T21:55:00Z,4019 days 21:55:00,11.005922503612442
LSLN5,3.0,New Mexico Climate Center,2014-04-03T00:00:00Z,2025-04-04T21:55:00Z,4019 days 21:55:00,11.005922503612442
MRMN5,3.0,New Mexico Climate Center,2014-04-03T00:00:00Z,2025-04-04T21:55:00Z,4019 days 21:55:00,11.005922503612442
NMC07,3.0,New Mexico Climate Center,2014-04-03T00:00:00Z,2025-04-04T21:55:00Z,4019 days 21:55:00,11.005922503612442
TSCN5,3.0,New Mexico Climate Center,2014-04-03T00:00:00Z,2025-04-04T21:50:00Z,4019 days 21:50:00,11.005912997186098
DE048,3.0,Meteorological Assimilation Data Ingest System (MADIS),2018-04-26T15:28:00Z,2025-04-04T22:00:00Z,2535 days 06:32:00,6.941197049205263
UTCOL,7.62,Utah Department of Transportation,2014-05-29T00:00:00Z,2025-04-04T21:50:00Z,3963 days 21:50:00,10.8525933531067
UTWAN,7.62,Utah Department of Transportation,2014-05-29T00:00:00Z,2025-04-04T21:50:00Z,3963 days 21:50:00,10.8525933531067
A21KX,2.95,Incorporated Research Institutions for Seismology,2016-06-22T21:29:00Z,2025-04-04T21:40:00Z,3208 days 00:11:00,8.783046239257738
KUGA2,2.5,"Bureau of Land Management, Denali National Park",2014-07-24T00:00:00Z,2025-04-04T21:23:00Z,3907 days 21:23:00,10.699222374325045
MOA20,3.0,University of Missouri Extension,2018-04-26T16:28:00Z,2025-04-04T22:00:00Z,2535 days 05:32:00,6.9410829720891325
MOA21,3.0,University of Missouri Extension,2018-04-26T16:28:00Z,2025-04-04T22:00:00Z,2535 days 05:32:00,6.9410829720891325
UTTPD,7.62,Utah Department of Transportation,2014-08-16T00:00:00Z,2025-04-04T21:50:00Z,3884 days 21:50:00,10.636303140923264
UTSTR,7.62,Utah Department of Transportation,2014-08-18T00:00:00Z,2025-04-04T21:50:00Z,3882 days 21:50:00,10.630827439349
NJ65,5.0,"Rutgers NJ Weather Network, Meteorological Assimilation Data Ingest System (MADIS)",2018-04-26T15:28:00Z,2025-04-04T21:50:00Z,2535 days 06:22:00,6.941178036352574
UCC24,3.0,Utah State University AgWx Net,2014-09-25T00:00:00Z,2025-04-04T21:45:00Z,3844 days 21:45:00,10.526779603011637
UCC25,3.0,Utah State University AgWx Net,2014-09-25T00:00:00Z,2025-04-04T22:00:00Z,3844 days 22:00:00,10.526808122290669
UCC26,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC27,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC28,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC29,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UCC30,3.0,Utah State University AgWx Net,2014-11-23T07:04:00Z,2025-04-04T22:00:00Z,3785 days 14:56:00,10.364468780895885
UTJPS,7.62,Utah Department of Transportation,2014-11-23T07:06:00Z,2025-04-04T22:00:00Z,3785 days 14:54:00,10.364464978325348
UTBIG,7.62,Utah Department of Transportation,2014-12-09T19:37:00Z,2025-04-04T21:50:00Z,3769 days 02:13:00,10.319212487641646
UTPFL,7.62,Utah Department of Transportation,2015-01-21T20:13:00Z,2025-04-04T21:50:00Z,3726 days 01:37:00,10.201416457525287
UTSLA,7.62,Utah Department of Transportation,2015-01-21T20:13:00Z,2025-04-04T21:50:00Z,3726 days 01:37:00,10.201416457525287
UTHGP,7.62,Utah Department of Transportation,2015-01-21T20:13:00Z,2025-04-04T18:50:00Z,3725 days 22:37:00,10.201074226176896
UTPLC,7.62,Utah Department of Transportation,2015-01-22T20:53:00Z,2025-04-04T21:50:00Z,3725 days 00:57:00,10.198602555327401
UTWLC,7.62,Utah Department of Transportation,2015-01-26T23:23:00Z,2025-04-04T21:50:00Z,3720 days 22:27:00,10.187365959388547
UCC31,3.0,Utah State University AgWx Net,2015-01-29T18:47:00Z,2025-04-04T22:00:00Z,3718 days 03:13:00,10.179696174614039
UTBMP,7.62,Utah Department of Transportation,2015-02-10T20:02:00Z,2025-04-04T21:50:00Z,3706 days 01:48:00,10.146680355920603
UTBEV,7.62,Utah Department of Transportation,2015-03-03T21:51:00Z,2025-04-04T21:50:00Z,3684 days 23:59:00,10.088978249296524
NLGUT,2.1,"Campbell Scientific, Inc.",2015-03-05T19:33:00Z,2025-04-04T22:00:00Z,3683 days 02:27:00,10.083783937942048
